,Reference Article,Citation Marker,Citance Number,Citing Article,Citation Marker Offset,Citation Offset,Citation Text,Reference Offset,Reference Textt,Discourse Facet
0,A00-2030,"Miller et al., 2000",1,W01-0510,0,0,"Section 5 compares our approach tooth ers in the literature, in particular that of (Miller et al., 2000)","[7, 16, 61]","['The technique was benchmarked in the Seventh Message Understanding Conference (MUC-7) in 1998.', 'For the following example, the The Template Relations (TR) task involves identifying instances of three relations in the text: TR builds on TE in that TR reports binary relations between elements of TE.', 'The detailed probability structure differs, however, in that it was designed to jointly perform part-of-speech tagging, name finding, syntactic parsing, and relation finding in a single process.']",Method_Citation
1,A00-2030,"Miller et al, 2000",2,W01-0510,0,0,"The basic approach we described is very similar to the one presented in (Miller et al, 2000) however there are a few major di erences:  in our approach the augmentation of the syn tactic tags with semantic tags is straightforward due to the fact that the semantic constituents are matched exactly 5. The approach in (Miller","[86, 97, 43]","['Whenever two or more constituents are equivalent relative to all possible later parsing decisions, we apply dynamic programming, keeping only the most likely constituent in the chart.', 'The evaluation results are summarized in Table 1.', 'Thus, we did not consider simply adding semantic labels to the existing Penn TREEBANK, which is drawn from a single source — the Wall Street Journal — and is impoverished in articles about rocket launches.']",Method_Citation
2,A00-2030,"Miller et al, 2000",3,W01-0510,0,0,"The semantic annotation required by our task is much simpler than that employed by (Miller et al, 2000)","[99, 62, 109]","['Nearly all of the work was done by the sentential model; disabling the cross-sentence model entirely reduced our overall F-Score by only 2 points.', 'For each constituent, the head is generated first, followed by the modifiers, which are generated from the head outward.', 'The work reported here was supported in part by the Defense Advanced Research Projects Agency.']",Method_Citation
3,A00-2030,"Miller et al, 2000",4,W01-0510,0,0,"One possibly bene cial extension of our work suggested by (Miller et al, 2000) would be to add semantic tags describing relations between entities (slots), in which case the semantic constraints would not be structured strictly on the two levels used in the current approach, respectively frame and slot level","[90, 11, 111]","['Thus, the scores used in pruning can be considered as the product of: 1.', 'We evaluated the new approach to information extraction on two of the tasks of the Seventh Message Understanding Conference (MUC-7) and reported in (Marsh, 1998).', 'The views and conclusions contained in this document are those of the authors and should not be interpreted as necessarily representing the official policies, either expressed or implied, of the Defense Advanced Research Projects Agency or the United States Government.']",Method_Citation
4,A00-2030,"Miller et al, 2000",5,W01-0510,0,0,"Similar to the approach in (Miller et al, 2000 )weinitialized the SLM statistics from the UPenn Tree bank parse trees (about 1Mwds of training data) at the rst training stage, see Section 3","[55, 77, 65]","['syntactic modifier of the other, the inserted node serves to indicate the relation as well as the argument.', 'The probability of a complete tree is the product of the probabilities of generating each element in the tree.', 'We illustrate the generation process by walking through a few of the steps of the parse shown in Figure 3.']",Method_Citation
5,A00-2030,"Miller et al, 2000",6,P14-1078,0,0,"Rule-based methods (Miller et al, 2000) employ a number of linguistic rules to capture relation patterns","[5, 18, 58]","['Chiba, (1999) was able to use such a parsing algorithm to reduce perplexity with the long term goal of improved speech recognition.', 'Almost all approaches to information extraction — even at the sentence level — are based on the divide-and-conquer strategy of reducing a complex problem to a set of simpler ones.', 'Whenever a relation involves an entity that is not a direct descendant of that relation in the parse tree, semantic pointer labels are attached to all of the intermediate nodes.']",Method_Citation
6,A00-2030,2000,7,P05-1061,0,0,"One interesting system that does not belong to the above class is that of Miller et al (2000), who take the view that relation extraction is just a form of probabilistic parsing where parse trees are augmented to identify all relations","[58, 93, 51]","['Whenever a relation involves an entity that is not a direct descendant of that relation in the parse tree, semantic pointer labels are attached to all of the intermediate nodes.', 'The probability of generating the structure beneath that constituent, having already generated a constituent of that category.', 'To produce a corpus of augmented parse trees, we used the following multi-step training procedure which exploited the Penn TREEBANK Applying this procedure yielded a new version of the semantically annotated corpus, now annotated with complete augmented trees like that in Figure 3.']",Method_Citation
7,A00-2030,2000,8,P05-1053,0,0,"Miller et al (2000) augmented syntactic full parse trees with semantic information corresponding to entities and relations, and built generative models for the augmented trees","[52, 34, 33]","['In this section, we describe the algorithm that was used to automatically produce augmented trees, starting with a) human-generated semantic annotations and b) machinegenerated syntactic parse trees.', 'In these trees, the standard TREEBANK structures are augmented to convey semantic information, that is, entities and relations.', 'Our integrated model represents syntax and semantics jointly using augmented parse trees.']",Method_Citation
8,A00-2030,2000,9,P05-1053,0,0,"Complicated relation extraction tasks may also impose a big challenge to the modeling approach used by Miller et al (2000) which integrates various tasks such as part-of-speech tagging, named entity recognition, template element extraction and relation extraction, in a single model","[59, 1, 3]","['These labels serve to form a continuous chain between the relation and its argument.', 'Since 1995, a few statistical parsing algorithms have demonstrated a breakthrough in parsing accuracy, as measured against the UPenn TREEBANK as a gold standard.', 'Since 1995, a few statistical parsing algorithms (Magerman, 1995; Collins, 1996 and 1997; Charniak, 1997; Rathnaparki, 1997) demonstrated a breakthrough in parsing accuracy, as measured against the University of Pennsylvania TREEBANK as a gold standard.']",Method_Citation
9,A00-2030,2000,10,H05-1094,0,0,"(Miller et al, 2000) have combined entity recognition, parsing, and relation extraction into a jointly-trained single statistical parsing model that achieves improved performance on all the subtasks. Part of the contribution of the current work is to suggest that joint decoding can be effective even when joint training is not possible because jointly-labeled data is unavailable","[58, 95, 94]","['Whenever a relation involves an entity that is not a direct descendant of that relation in the parse tree, semantic pointer labels are attached to all of the intermediate nodes.', 'The semantics — that is, the entities and relations — can then be directly extracted from these sentential trees.', 'Given a new sentence, the outcome of this search process is a tree structure that encodes both the syntactic and semantic structure of the sentence.']",Method_Citation
