,Reference Article,Citation Marker,Citance Number,Citing Article,Citation Marker Offset,Citation Offset,Citation Text,Reference Offset,Reference Textt,Discourse Facet
0,P08-1028,2008,1,D08-1094,0,0,"Mitchell and Lapata (2008) propose a framework to represent the meaning of the combination p+ a as a function f operating on four components: c= f (p, a, R, K) (3) R is the relation holding between p and a, and Kadditional knowledge",[1],This paper proposes a framework for representing the meaning of phrases and sentences in vector space.,Method_Citation
1,P08-1028,2008,4,P14-1060,0,0,"While works such asthe SDSM model suffer from the problem of sparsity in composing structures beyond bi grams and trigrams, methods such as Mitchell and Lapata (2008) and (Socher et al, 2012) and Grefenstetteand Sadrzadeh (2011) are restricted by significant model biases in representing semantic com position by generic algebraic operations",[97],Moreover by using a minimal structure we factor out inessential degrees of freedom and are able to assess the merits of different models on an equal footing.,Method_Citation
2,P08-1028,2008,6,P10-1097,0,0,"Mitchell and Lapata (2008), henceforth M& amp; L, propose a general framework in which meaning representations for complex expressions are computed compositionally by combining the vector representations of the individual words of the complex expression",[44],"For example, assuming that individual words are represented by vectors, we can compute the meaning of a sentence by taking their mean (Foltz et al., 1998; Landauer and Dumais, 1997).",Method_Citation
3,P08-1028,2008,7,P10-1097,0,0,"Interestingly, Mitchell and Lapata (2008) came to the same result in a different setting",[15],Sentences (1-a) and (1-b) contain exactly the same set of words but their meaning is entirely different.,Method_Citation
4,P08-1028,2008,8,D11-1094,0,0,"And Mitchell and Lapata (2008) propose a model for vector composition, focusing on the different functions that might be used to combine the constituent vectors",[38],The projection is defined in terms of circular convolution a mathematical function that compresses the tensor product of two vectors.,Method_Citation
5,P08-1028,2008,9,W11-0131,0,0,"Mitchell and Lapata (2008) provide a general framework for semantic vector composition: p= f (u, v, R, K) (1) 295 where u and v are the vectors to be composed, R is syntactic context, K is a semantic knowledge base, and p is a resulting composed vector (or tensor)",[69],Simply adding the vectors u and v lumps their contents together rather than allowing the content of one vector to pick out the relevant content of the other.,Method_Citation
6,P08-1028,2008,10,W11-0131,0,0,"As Mitchell and Lapata (2008) did, let us temporarily suspend discussion on what semantics populate our vectors for now",[69],Simply adding the vectors u and v lumps their contents together rather than allowing the content of one vector to pick out the relevant content of the other.,Method_Citation
7,P08-1028,2008,11,P13-2083,0,0,"Mitchell and Lapata (2008) propose a framework to define the composition c= f (a, b, r, K) where r is the relation between a and b, and K is the additional knowledge used to define composition",[57],"Let p denote the composition of two vectors u and v, representing a pair of constituents which stand in some syntactic relation R. Let K stand for any additional knowledge or information which is needed to construct the semantics of their composition.",Method_Citation
8,P08-1028,"Mitchell and Lapata, 2008",12,P13-2083,0,0,"As our final set of baselines, we extend two simple techniques proposed by (Mitchell and Lapata, 2008) that use element-wise addition and multiplication operators to perform composition",[51],"Our work proposes a framework for vector composition which allows the derivation of different types of models and licenses two fundamental composition operations, multiplication and addition (and their combination).",Method_Citation
9,P08-1028,2008,13,P10-1021,0,0,"Althoughthis model has been shown to successfully simulate single and multiple-word priming (McDonald and Brew 2004), it failed to predict processing costs in the Embra eye-tracking corpus (McDonald and Shillcock 2003) .In this work we model semantic constraint using the representational framework put forward in Mitchell and Lapata (2008)",[52],"Under this framework, we introduce novel composition models which we compare empirically against previous work using a rigorous evaluation methodology.",Method_Citation
