,Reference Article,Citation Marker,Citance Number,Citing Article,Citation Marker Offset,Citation Offset,Citation Text,Reference Offset,Reference Textt,Discourse Facet
0,W99-0623,1999,1,A00-2005,0,0,1 Introduct ion Henderson and Brill (1999) showed that independent human research efforts produce parsers that can be combined for an overall boost in accuracy,[49],"In general, the lemma of the previous section does not ensure that all the productions in the combined parse are found in the grammars of the member parsers.",Method_Citation
1,W99-0623,1999,2,A00-2005,0,0,the collection of hypotheses ti =fi (Stest) using the unweighted constituent voting scheme of Henderson and Brill (1999),[41],IL+-1Proof: Assume a pair of crossing constituents appears in the output of the constituent voting technique using k parsers.,Method_Citation
2,W99-0623,"Henderson and Brill, 1999",4,N10-1091,0,0,"5 (Henderson and Brill, 1999) used a similar framework in the context of constituent parsing and only three base parsers",[25],In our particular case the majority requires the agreement of only two parsers because we have only three.,Method_Citation
3,W99-0623,"Henderson and Brill, 1999",5,W05-1518,0,0,"A successful application of voting and of a stacked classifier to constituent parsing followed in (Henderson and Brill, 1999)",[120],"The precision and recall of similarity switching and constituent voting are both significantly better than the best individual parser, and constituent voting is significantly better than parser switching in precision.4 Constituent voting gives the highest accuracy for parsing the Penn Treebank reported to date.",Method_Citation
4,W99-0623,"Henderson and Brill, 1999",6,W05-1518,0,0,"This approach roughly corresponds to (Henderson and Brill, 1999)? s Na ?ve Bayes parse hybridization",[16],We call this approach parse hybridization.,Method_Citation
5,W99-0623,1999,7,W05-1518,0,0,Henderson and Brill (1999) also reported that context did not help them to outperform simple voting,[122],All of these systems were run on data that was not seen during their development.,Method_Citation
6,W99-0623,"Henderson and Brill, 1999",8,W05-1518,0,0,"(Henderson and Brill, 1999) improved their best parser? s F-measure of 89.7 to 91.3, using their na ?ve Bayes voting on the Penn TreeBank constituent structures (16% error reduction)",[7],"Their theoretical finding is simply stated: classification error rate decreases toward the noise rate exponentially in the number of independent, accurate classifiers.",Method_Citation
7,W99-0623,"Henderson and Brill, 1999",10,P01-1005,0,0,"Voting has proven to be an effective technique for improving classifier accuracy for many applications, including part-of-speech tagging (van Halteren, et al 1998), parsing (Henderson and Brill, 1999), and word sense disambiguation (Pederson, 2000)",[145],We plan to explore more powerful techniques for exploiting the diversity of parsing methods.,Method_Citation
8,W99-0623,1999,11,D09-1161,0,0,"Regarding the system combination study, Henderson and Brill (1999) propose two parser combination schemes, one that selects an entire tree from one of the parsers, and one that builds a new tree by selecting constituents suggested by the initial trees",[61],We pick the parse that is most similar to the other parses by choosing the one with the highest sum of pairwise similarities.,Method_Citation
9,W99-0623,1999,12,D09-1161,0,0,"Henderson and Brill (1999) combine three parsers and obtained an F1 score of 90.6, which is better than the score of 88.6 obtained by the best individual parser as reported in their paper",[112],The second row is the accuracy of the best of the three parsers.',Method_Citation
10,W99-0623,"Henderson and Brill, 1999",13,D09-1161,0,0,"Besides the two model scores, we also adopt constituent count as an additional feature in spired by (Henderson and Brill 1999) and (Sagae and Lavie 2006)",[96],We call such a constituent an isolated constituent.,Method_Citation
11,W99-0623,"Henderson and Brill, 1999",14,N06-2033,0,0,"Henderson and Brill (1999) proposed two parser combination schemes, one that picks an entire tree from one of the parsers, and one that, like ours, builds a new tree from constituents from the initial trees",[95],"One side of the decision making process is when we choose to believe a constituent should be in the parse, even though only one parser suggests it.",Method_Citation
12,W99-0623,"Henderson and Brill, 1999",15,N09-2064,0,0,"(Henderson and Brill, 1999) perform parse selection by maximizing the expected precision of the selected parse with respect to the set of parses being combined",[78],The set is then compared with the set generated from the Penn Treebank parse to determine the precision and recall.,Method_Citation
13,W99-0623,"Henderson and Brill, 1999",16,N09-2064,0,0,"(Henderson and Brill, 1999) and (Sagae and Lavie, 2006) propose methods for parse hybridization by recombining constituents",[27],Another technique for parse hybridization is to use a naïve Bayes classifier to determine which constituents to include in the parse.,Method_Citation
14,W99-0623,"Henderson and Brill, 1999",17,N09-2064,0,0,"output (Figure 3) .Second, the parse selection method of (Henderson and Brill, 1999) selects the parse with maximum expected precision; here, we present an efficient, linear-time algorithm for selecting the parse with maximum expected f-score within the Mini mum Bayes Risk (MBR) framework. Third, we extend these parser combination methods from 1-best outputs to n-best outputs",[70],"In this case we are interested in finding' the maximum probability parse, ri, and Mi is the set of relevant (binary) parsing decisions made by parser i. ri is a parse selected from among the outputs of the individual parsers.",Method_Citation
15,W99-0623,"Henderson and Brill, 1999",18,P09-1065,0,0,"System combination has benefited various NLP tasks in recent years, such as products-of-experts (e.g., (Smith and Eisner, 2005)) and ensemble based parsing (e.g., (Henderson and Brill, 1999))",[12],"The corpus-based statistical parsing community has many fast and accurate automated parsing systems, including systems produced by Collins (1997), Charniak (1997) and Ratnaparkhi (1997).",Method_Citation
16,W99-0623,1999,20,C10-1151,0,0,Henderson and Brill (1999) performs parse selection by maximizing the expected precision of selected parse with respect to the set of parses to be combined,[78],The set is then compared with the set generated from the Penn Treebank parse to determine the precision and recall.,Method_Citation
